region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
25030,서구,대전,구,False,65,II,32.08140087689573,30.092192592090015,49.93969445188958,42.53846922399831,39.15801230800696,69.90917178186953,40.54152804132289,19.642857142857142,56.4369691786746,70.0,46,0.96,9
26310,울주군,울산,군,False,73,II,33.89692612361956,22.512990057143025,56.21984722594479,45.41355148602932,38.35018756500513,68.0120318908334,34.311694400000334,10.714285714285714,35.21055313022832,35.0,31,1.4,4
24020,서구,광주,구,False,68,II,29.268439828449043,23.424698207419517,50.67843741624229,43.91973518170101,36.72457921363672,69.1635153165673,30.77796784341046,16.071428571428573,43.45978958350135,50.0,40,1.4,18
23320,옹진군,인천,군,False,77,II,41.94578056750127,28.416269802427657,58.63508442776735,48.57664989717703,42.522009213716906,67.35454087321615,41.95158722390293,14.88095238095238,64.90549679689707,50.0,38,18.1,13
22320,군위군,대구,군,True,57,II,34.124474991019376,42.10956925861509,48.99457663685306,38.11458101395667,43.17632441092187,72.70163941631024,28.86199566008732,55.35714285714286,25.491704322528637,25.0,106,46.09,0
23070,계양구,인천,구,False,64,II,27.86852948793267,28.536934141107402,50.70825515947468,35.216763750933595,36.85828784907413,70.13717015631453,35.050058758405285,22.02380952380952,42.148942443968,50.0,50,1.74,20
11100,도봉구,서울,구,True,71,II,34.39556208942082,25.512033977865638,53.9818413294023,44.99679436486599,38.924166280076726,68.28682902642423,29.59549652715985,21.428571428571427,14.28940393394714,5.0,49,1.66,27
25050,대덕구,대전,구,False,69,II,28.77349870642344,25.691358422020734,46.56258375770571,43.482244274511736,36.40044748584898,69.13634826199491,31.14462160594623,20.23809523809524,54.19420773032844,70.0,47,2.72,10
11110,노원구,서울,구,True,63,II,39.58225854547072,40.22534760087913,49.57283570088448,45.09499316148014,44.24700542103099,70.49765029374856,29.26021901128208,51.19047619047619,15.19976354813122,5.0,99,2.02,18
24010,동구,광주,구,True,81,III,28.78660656852961,18.76224093421547,48.0987000804074,45.65917855666378,34.28741308368513,67.01544914256736,37.52448186843094,0.0,48.837991386969904,50.0,13,1.24,11
23310,강화군,인천,군,False,75,II,40.86973979365411,32.808479947355195,53.66322701688554,45.35085035828968,42.20049667094792,67.67865279475545,42.99791227566276,22.61904761904762,51.60264680826964,50.0,51,7.29,10
21310,기장군,부산,군,False,80,II,41.65967388822536,28.817329573164834,59.339319217368,45.29431823145948,42.093173630999445,67.09736929806422,31.444182955853474,26.190476190476197,31.27382115986701,30.0,57,3.2,0
33350,진천군,충북,군,True,84,II,34.84061268520651,23.9233511650884,49.120544090056285,48.99245790298835,37.74978572705375,66.84541811592985,31.775273758748227,16.071428571428573,46.87238003902443,50.0,40,4.65,18
25010,동구,대전,구,False,82,II,35.98141635143615,26.87904536141422,50.83087644063254,44.876512613732096,38.56396149825918,66.97511168739749,33.5199954847332,20.23809523809524,57.7054225878469,70.0,47,2.1,9
24030,남구,광주,구,True,86,III,28.421607858718065,18.688294064383005,45.80038863575449,45.280140377684496,33.46988401411982,66.41691929888898,32.019445271623155,5.357142857142857,52.0311210595721,50.0,22,1.1,12
34040,아산시,충남,시,True,67,II,36.55050111358254,36.03236716075784,51.557893326186,38.48268516538389,41.3026045115428,69.37230384339328,28.017115273896657,44.04761904761904,41.09221755311057,45.0,87,2.54,8
22010,중구,대구,구,False,61,II,33.79403818355904,43.74249342944395,50.91128383811311,26.80032617144856,41.65758873754585,71.38116582741043,35.6992725731736,51.78571428571429,23.00079680028048,25.0,100,11.24,0
23050,남동구,인천,구,False,76,II,39.86549731679845,35.07540365259169,54.9296435272045,36.82424201799975,41.46888520632755,67.54958681624848,42.769854924231,27.380952380952383,39.84199816805268,50.0,59,1.17,0
25020,중구,대전,구,True,83,II,34.84582284445098,27.80037653342712,48.62637362637362,42.77091342564916,37.79080988436658,66.883316177696,34.7674197335209,20.833333333333336,59.09509911934176,70.0,48,2.14,10
