region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
33580,단양군,충북,군,True,118,III,39.52264152451012,13.625516748414752,39.47961963312841,43.88002620404504,32.3283875285294,62.56706676627434,18.74094061243729,5.952380952380952,56.33345564005528,50.0,23,8.52,10
35550,임실군,전북,군,True,119,IV,46.24007083123934,22.87463281961928,26.979619633128404,56.551891823180846,35.46871475864285,62.34867934302318,20.26724517555594,26.785714285714285,70.93520186781087,60.0,58,23.2,7
21150,사상구,부산,구,False,120,IV,46.28377177751178,28.865925151553974,41.53218694885362,35.98391104186823,35.460674380758604,62.31878849200271,21.12574826846297,40.47619047619048,12.818734276101202,15.0,81,4.07,0
21110,금정구,부산,구,False,121,I,48.19366838782033,20.589731116869963,53.1062610229277,35.411106353686456,36.36903283116137,62.27219863725121,22.411456623354702,17.857142857142858,19.610386262610323,15.0,43,2.0,0
21050,부산진구,부산,구,False,122,I,49.19630444557273,21.43267054526327,55.57539682539684,33.599540814057825,36.86920272823932,62.27105050545295,24.61000646432767,16.666666666666664,17.034438603340607,15.0,41,1.23,0
34530,부여군,충남,군,True,123,III,41.62371700347671,15.884641815270806,37.69390534741412,45.1613106179507,32.91328592687854,62.10142742514018,20.125196676244997,9.523809523809524,53.53909216853508,45.0,29,4.83,6
34050,서산시,충남,시,True,124,III,40.12532820813657,17.766193349125754,44.04761904761904,33.863903691244886,31.89257202932989,61.82990792526161,24.84841748663816,7.142857142857142,41.46259975277633,45.0,25,1.43,6
36600,해남군,전남,군,True,125,I,50.45839862024271,31.23364926022073,28.76533391884269,51.15157326903005,37.05018548269782,61.82098617257647,21.50052654481233,45.83333333333333,68.07073508308952,60.0,90,14.29,12
38100,양산시,경남,시,True,126,III,42.33241344520997,21.368355375761983,50.29761904761904,27.198313019681464,32.95476248102083,61.78855575841584,22.91551292785727,19.047619047619047,23.55082845166717,25.0,45,1.27,14
35580,부안군,전북,군,True,127,IV,47.163232703791245,24.05142187526756,26.979619633128404,54.68220732936232,35.23774961258609,61.65613326069047,18.26030630004911,32.73809523809524,59.71709490489973,60.0,68,13.88,6
38560,하동군,경남,군,True,128,IV,45.95799693092947,24.34580174867782,37.69390534741412,41.021827317146176,34.35384480441271,61.374846338947975,22.322367993828117,27.380952380952383,46.43497776276867,25.0,59,14.39,22
22030,서구,대구,구,False,129,IV,45.7979966578025,37.16358295018394,38.17239858906525,27.01914989524684,34.11837714483201,61.21937881593076,27.018669996338303,52.38095238095239,14.32555046218432,12.5,101,6.35,0
21030,동구,부산,구,True,130,I,50.566739429357206,26.500961216638693,43.22971781305115,38.75360798062351,36.16142900343778,60.878059288759175,24.326998853127986,29.761904761904763,35.95845320548123,39.0,63,7.5,0
35560,순창군,전북,군,True,131,IV,46.10116516630397,15.565546116916767,26.979619633128404,58.92464249185994,33.82326941396837,60.77268683081638,19.196545115496203,10.11904761904762,85.17170587988547,60.0,30,11.54,5
38510,의령군,경남,군,True,132,IV,44.47748686242568,18.445260076307644,37.69390534741412,42.71975872657069,32.95297471676415,60.714231285551314,23.996068381147666,10.11904761904762,56.6225662193157,25.0,30,12.0,19
38520,함안군,경남,군,True,133,IV,45.6430865725356,24.19016177132232,37.69390534741412,38.67482982107482,33.51963231327042,60.698089027002624,21.269317237918152,28.57142857142857,32.35299278634054,25.0,61,10.17,10
